Index,Ticker,AveragePriceTarget,NumRatings,ClosingPrice,MarketCap,ExpectedGrowthRate,OverallRecommendation,ProjectedMarketCap,TotalRevenue,NormEBITDA,ReturnOnAssets,ChangeNormEBITDA,ChangeRevenue,OperatingCashFlow,ChangeOCF,Sector
979,IHS,13.5,8,8.61,2857831086.0443115,0.568,1,4481079142.91748,1579730000.0,833617000.0,0.04563,645993000.0,381569000.0,907303000.0,0.0,Communication Services
980,IIIV,31.0,6,23.67,790355504.5475006,0.31,1,1035365710.9572258,317862000.0,54832000.0,0.01911,5118000.0,93738000.0,42115000.0,-3731000.0,Technology
981,IMAX,22.0,10,19.27,1047646333.8871002,0.142,1,1196412113.2990685,300805000.0,65716000.0,0.01022,0.0,45922000.0,17321000.0,0.0,Communication Services
982,IMCR,81.0,12,48.54,2335706012.054444,0.669,1,3898293334.118867,143737000.0,-31718000.0,-0.088549994,4735000.0,117217000.0,-25891000.0,5378000.0,Healthcare
983,IMGN,9.5,8,3.89,858721444.2777023,1.442,1,2096997766.926149,108782000.0,-220104000.0,-0.37348998,-2558000.0,38926000.0,-229802000.0,0.0,Healthcare
984,IMRX,17.0,6,8.36,220743282.93466568,1.033,1,448771094.2061753,316952.0,-50948546.0,-0.2052,766269.0,-1763009.0,-44101265.0,0.0,Healthcare
985,IMTX,18.0,4,6.45,512928494.8320389,1.791,1,1431583429.0762205,34763000.0,-80901000.0,0.03129,-6940000.0,138068000.0,100131000.0,0.0,Healthcare
986,IMVT,27.5,12,14.36,1877569955.11055,0.915,1,3595546464.036703,0.0,-181066000.0,-0.23919001,-25033000.0,0.0,-165356000.0,-59244000.0,Healthcare
987,IMXI,29.0,5,24.58,910983957.1723938,0.18,1,1074961069.4634247,546805000.0,95383000.0,0.14407,3005000.0,87599000.0,15174000.0,0.0,Technology
988,INBX,46.0,5,17.36,760843690.7501221,1.65,1,2016235780.4878235,2178000.0,-127891000.0,-0.48048002,1226000.0,-4947000.0,-115301000.0,0.0,Healthcare
989,INCY,89.5,16,73.78,16450356837.585938,0.213,1,19954282843.99174,3394635000.0,699376000.0,0.068959996,67855000.0,408368000.0,969941000.0,0.0,Healthcare
990,INDI,14.0,4,9.22,1153717073.4138489,0.518,1,1751342517.4422226,110797000.0,-115668000.0,-0.18441,15761000.0,62385000.0,-76745000.0,0.0,Technology
991,INDT,67.0,4,66.35,676265724.4476318,0.01,0,683028381.6921082,49195000.0,25933000.0,0.00903,236000.0,6856000.0,18970000.0,0.0,Real Estate
992,INFA,23.0,13,15.77,4414007484.287598,0.458,1,6435622912.091317,1505118000.0,253856000.0,0.00321,0.0,61063000.0,200057000.0,0.0,Technology
993,INFN,7.5,9,7.34,1634331715.255371,0.022,0,1670287012.9909892,1573242000.0,48741000.0,-0.0186,0.0,148037000.0,-37560000.0,0.0,Technology
994,INFY,20.0,7,17.33,71676706661.729,0.154,1,82714919487.63527,16311000000.0,4059000000.0,0.15837,89000000.0,2750000000.0,2890000000.0,-455000000.0,Technology
995,INGR,110.0,5,101.88,6741328102.26059,0.08,0,7280634350.441437,7946000000.0,986000000.0,0.06576,0.0,1052000000.0,152000000.0,0.0,Consumer Defensive
997,INMD,47.5,6,32.6,2762471710.699463,0.457,1,4024921282.4891176,454271000.0,198534000.0,0.22024,0.0,96706000.0,181578000.0,0.0,Healthcare
998,INN,8.5,5,6.65,710898310.1949692,0.278,1,908528040.4291706,675695000.0,211423000.0,0.00987,0.0,313769000.0,169615000.0,0.0,Real Estate
999,INNV,7.0,7,7.69,1083105748.0592728,-0.09,0,985626230.7339382,698640000.0,-34229000.0,-0.05069,-43442000.0,60840000.0,-26265000.0,-53567000.0,Healthcare
1000,INO,2.0,4,0.7,174642291.42585945,1.857,1,498953026.6036804,10262268.0,-263056702.0,-0.39606,5496026.0,8487510.0,-216215421.0,0.0,Healthcare
1001,INSE,19.0,6,12.17,319413822.0024109,0.561,1,498604976.1457634,285400000.0,92600000.0,0.094,2100000.0,76500000.0,34700000.0,-100000.0,Consumer Cyclical
1003,INSM,40.0,14,16.44,2242498141.328125,1.433,1,5455997977.851328,245358000.0,-456920000.0,-0.20608999,1287000.0,56897000.0,-400439000.0,0.0,Healthcare
1004,INSP,303.0,9,228.58,6658626885.339355,0.326,1,8829339249.959986,407856000.0,-40733000.0,-0.069180004,1858000.0,174462000.0,11569000.0,0.0,Healthcare
1005,INST,31.5,6,25.19,3600079104.805908,0.25,1,4500098881.007385,475194000.0,123429000.0,-0.00101,0.0,69833000.0,140271000.0,0.0,Technology
1006,INSW,62.0,6,38.75,2036866625.0,0.6,1,3258986600.0,864665000.0,538865000.0,0.04619,1266000.0,592119000.0,287801000.0,0.0,Energy
1007,INTU,475.5,20,439.15,123368208522.16992,0.083,0,133607769829.51004,12726000000.0,3536000000.0,0.07493,167000000.0,3093000000.0,4271000000.0,382000000.0,Technology
1008,INVH,34.5,18,31.21,19198238196.510742,0.105,1,21214053207.14437,2238121000.0,1268942000.0,0.021259999,0.0,241506000.0,1023587000.0,0.0,Real Estate
1011,IONQ,9.0,4,6.66,1625066602.7679443,0.351,1,2195464980.339493,2099000.0,31452000.0,-0.07395,0.0,9032000.0,-44698000.0,0.0,Technology
1012,IONS,47.0,16,36.59,5230686881.813049,0.285,1,6721432643.129768,587367000.0,-395360000.0,-0.09915,165640000.0,-223000000.0,-274370000.0,0.0,Healthcare
1013,IOT,21.0,11,18.7,9677905044.447876,0.123,1,10868287364.914965,652545000.0,-245575000.0,-0.10141,0.0,224200000.0,-103021000.0,0.0,Technology
1014,IP,39.0,10,35.47,12680348370.155272,0.1,0,13948383207.1708,21161000000.0,2976000000.0,0.05116,88000000.0,1798000000.0,2174000000.0,0.0,Consumer Cyclical
1015,IPAR,158.0,5,138.91,4658749811.819458,0.137,1,5296998536.038724,1086653000.0,230027000.0,0.102919996,22539000.0,207137000.0,115150000.0,0.0,Consumer Defensive
1016,IPG,40.0,11,37.03,14387079979.486328,0.08,0,15538046377.845234,10927800000.0,1831300000.0,0.04804,11300000.0,687100000.0,608800000.0,0.0,Communication Services
1017,IPGP,140.0,7,116.56,5593166450.848389,0.201,1,6717392907.468915,1429547000.0,383870000.0,0.066750005,0.0,-31313000.0,212649000.0,0.0,Technology
1019,IQV,258.5,20,197.09,36686527431.61133,0.312,1,48132723990.27406,14410000000.0,2937000000.0,0.046469998,0.0,536000000.0,2260000000.0,0.0,Healthcare
1020,IR,62.0,12,54.89,22226388771.092773,0.13,1,25115819311.334835,5916300000.0,1341400000.0,0.03217,62100000.0,763900000.0,860300000.0,0.0,Industrials
1021,IRBT,61.0,4,41.91,1149327262.8154757,0.455,1,1672271167.3965173,1183383000.0,-192514000.0,-0.10313,0.0,-381604000.0,-90021000.0,0.0,Consumer Cyclical
1022,IRDM,68.5,4,61.04,7669248835.029602,0.122,1,8604897192.903214,721034000.0,378774000.0,0.01367,0.0,106534000.0,344729000.0,0.0,Communication Services
1023,IRM,60.0,7,51.58,15333909264.343262,0.163,1,17833336474.431213,5103574000.0,1800689000.0,0.04275,0.0,612043000.0,927695000.0,0.0,Real Estate
1024,IRT,21.0,11,16.09,3720619455.284119,0.305,1,4855408389.145776,628525000.0,345346000.0,0.0089300005,0.0,378273000.0,249537000.0,0.0,Real Estate
1025,IRTC,143.0,9,124.68,3754227021.189117,0.147,1,4306098393.303917,410921000.0,-65531000.0,-0.11959,19609000.0,88096000.0,-23012000.0,0.0,Healthcare
1026,IRWD,15.0,5,10.55,1626366929.403305,0.422,1,2312693773.6115,410596000.0,261256000.0,0.14086,1418000.0,-3157000.0,273763000.0,0.0,Healthcare
1027,ISEE,30.0,12,26.43,3624134501.8463135,0.135,1,4113392659.595566,0.0,-192137000.0,-0.22476,138000.0,0.0,-163771000.0,0.0,Healthcare
1029,ISRG,279.0,19,257.99,90362797945.60156,0.081,0,97682184579.19528,6222200000.0,1577100000.0,0.074310005,365800000.0,512100000.0,1490800000.0,0.0,Healthcare
1030,IT,361.5,8,313.16,24758617785.528564,0.154,1,28571444924.49996,5475846000.0,1354423000.0,0.096829996,4861000.0,741890000.0,1101422000.0,0.0,Technology
1031,ITCI,68.5,12,56.51,5516246090.155792,0.212,1,6685690261.26882,249132000.0,-262970000.0,-0.26475,656000.0,167424126.0,-270186000.0,0.0,Healthcare
1034,ITRI,57.0,9,52.67,2397496180.6518555,0.082,0,2594090867.465308,1795564000.0,86104000.0,0.00468,0.0,-186008000.0,24500000.0,0.0,Technology
1035,ITT,100.5,10,81.29,6722683075.714111,0.236,1,8309236281.582642,2987700000.0,554000000.0,0.07576,-10900000.0,222700000.0,277800000.0,0.0,Industrials
1036,ITW,239.0,18,229.41,70471537714.38867,0.042,0,73431342298.39299,15932000000.0,4262000000.0,0.1504,83000000.0,1477000000.0,2348000000.0,0.0,Industrials
1037,IVZ,18.0,14,15.71,7144672241.668671,0.146,1,8187794388.952296,6048900000.0,1417900000.0,0.026800001,131500000.0,-845600000.0,703200000.0,7000000.0,Financial Services
1038,J,150.0,10,112.4,14242653793.35022,0.335,1,19013942814.122543,14922825000.0,1331299000.0,0.04522,53650000.0,830193000.0,455361000.0,-19348000.0,Industrials
1039,JACK,88.0,19,87.21,1796560865.1397705,0.009,0,1812729912.9260285,1468083000.0,320755000.0,0.06439,20566000.0,324413000.0,191303000.0,28421000.0,Consumer Cyclical
1040,JAMF,26.0,9,18.99,2380206571.3119507,0.369,1,3258502796.1260605,478776000.0,-81242000.0,-0.055409998,-2802000.0,112388000.0,90005000.0,0.0,Technology
1041,JAZZ,203.0,15,145.78,9179227137.13684,0.393,1,12786663402.03162,3659374000.0,1141739000.0,0.052950002,30302000.0,565136000.0,1271977000.0,0.0,Healthcare
1042,JBHT,194.0,18,170.26,17871680843.399048,0.139,1,20355844480.63152,14813999000.0,1331553000.0,0.11415,645589000.0,2645697000.0,1776882000.0,0.0,Industrials
1043,JBL,90.0,7,83.2,11088479593.276978,0.082,0,11997734919.92569,33478000000.0,2463000000.0,0.04879,37000000.0,4193000000.0,2031000000.0,168000000.0,Technology
1044,JBLU,8.5,11,6.9,2234758341.2874146,0.232,1,2753222276.466095,9158000000.0,-149000000.0,-1.0,544000000.0,3121000000.0,379000000.0,0.0,Industrials
1045,JBT,120.0,5,102.33,3275910814.61792,0.173,1,3842643385.54682,2166000000.0,256500000.0,0.0461,0.0,297700000.0,142300000.0,0.0,Industrials
1046,JCI,72.0,17,55.7,38275593215.47217,0.293,1,49490342027.60552,25299000000.0,3419000000.0,0.03474,-55000000.0,1631000000.0,1302000000.0,-684000000.0,Industrials
1047,JEF,40.0,5,31.03,7246374000.350952,0.289,1,9340576086.452375,7149263000.0,1632036000.0,-1.0,-257019000.0,-1036066000.0,1200596000.0,-604253000.0,Financial Services
1048,JELD,12.5,14,11.15,940366437.8276824,0.121,1,1054150776.804832,5129179000.0,338784000.0,0.03173,104584000.0,357500000.0,30337000.0,37000.0,Industrials
1049,JHG,22.8,12,25.54,4353471731.738037,-0.107,0,3887650256.442067,2203600000.0,568800000.0,0.05077,2900000.0,-563400000.0,473300000.0,0.0,Financial Services
1050,JKHY,182.5,10,147.17,10861748673.180664,0.24,1,13468568354.744022,1942884000.0,647756000.0,-1.0,173105000.0,184659000.0,497991000.0,-6640000.0,Technology
1051,JLL,216.5,6,138.22,6579534676.107788,0.566,1,10303551302.784796,20862100000.0,1305800000.0,0.046869997,0.0,1495100000.0,199900000.0,0.0,Real Estate
1052,JNPR,35.0,16,34.31,11025313081.298828,0.02,0,11245819342.924805,5301200000.0,731400000.0,0.03716,46800000.0,565800000.0,97600000.0,0.0,Technology
1053,JOAN,2.25,6,1.56,63627717.66614914,0.442,1,91751168.87458706,2417600000.0,204300000.0,-0.03126,0.0,-200700000.0,-75200000.0,0.0,Consumer Cyclical
1054,JOBY,6.0,5,4.25,2671490432.0,0.412,1,3772144489.984,0.0,-331840000.0,-0.16396,0.0,0.0,-235925000.0,0.0,Industrials
1056,JWN,20.0,18,15.98,2559213034.5286865,0.252,1,3204134719.229916,15530000000.0,1264000000.0,0.04338,10000000.0,741000000.0,946000000.0,0.0,Consumer Cyclical
1057,JYNT,31.0,6,16.09,240460225.28038025,0.927,1,463366854.1152928,80859653.0,11494944.0,0.008669999,0.0,20719428.0,11084584.0,0.0,Healthcare
1058,K,72.0,16,68.03,23311703621.7041,0.058,0,24663782431.76294,15315000000.0,1893000000.0,0.065799996,0.0,1134000000.0,1651000000.0,0.0,Consumer Defensive
1059,KALU,88.5,4,70.05,1116653088.647461,0.263,1,1410332850.961743,3427900000.0,126900000.0,0.0065499996,93800000.0,805900000.0,-63100000.0,0.0,Basic Materials
1060,KALV,20.0,5,7.73,264129462.6517296,1.587,1,683302919.8800246,0.0,-104023000.0,-0.32489,-9511000.0,0.0,-79414000.0,-1280000.0,Healthcare
1061,KAR,19.0,6,12.77,1390895679.8591614,0.488,1,2069652771.630432,1519400000.0,250900000.0,0.0139,9600000.0,-732200000.0,-455000000.0,-42500000.0,Consumer Cyclical
1062,KARO,37.0,5,23.01,712184818.0841446,0.608,1,1145193187.4793046,2746151000.0,798465000.0,0.1525,103545000.0,455608000.0,1027336000.0,95630000.0,Technology
1063,KBH,40.5,12,39.88,3321134704.950714,0.016,0,3374272860.2299256,6903776000.0,1090943000.0,0.111420006,4422000.0,1178846000.0,528370000.0,344952000.0,Consumer Cyclical
1064,KBR,67.5,8,54.54,7436037828.503906,0.238,1,9205814831.687836,6564000000.0,477000000.0,0.043330003,2000000.0,-775000000.0,396000000.0,0.0,Industrials
1065,KDNY,39.5,8,22.29,1467711858.2839966,0.772,1,2600785412.879242,6128000.0,-156010000.0,-0.19015,8186000.0,-45497000.0,-117481000.0,0.0,Healthcare
1066,KDP,40.0,15,35.4,49788333845.27246,0.13,1,56260817245.15788,14057000000.0,3478000000.0,0.03381,0.0,1374000000.0,2837000000.0,0.0,Consumer Defensive
1067,KEX,90.0,5,68.67,4121229940.109253,0.311,1,5402932451.483231,2784754000.0,201284000.0,-1.0,201443000.0,538094000.0,294128000.0,0.0,Industrials
1068,KEYS,189.0,13,155.96,27782560883.68164,0.212,1,33672463791.02215,5420000000.0,1649000000.0,0.10989001,62000000.0,479000000.0,1286000000.0,142000000.0,Technology
1069,KFY,68.5,4,49.87,2628647643.699646,0.374,1,3611761862.4433136,2643455000.0,480881000.0,0.08038,-40834000.0,823509000.0,372965000.0,-128693000.0,Industrials
1070,KGC,5.5,14,5.05,6601259410.924805,0.089,0,7188771498.497112,3455100000.0,984400000.0,0.03034,-91000000.0,-274300000.0,1050100000.0,0.0,Basic Materials
1071,KHC,42.5,16,39.02,47796771033.68848,0.089,0,52050683655.68675,26485000000.0,5652000000.0,0.03342,-81000000.0,443000000.0,2469000000.0,0.0,Consumer Defensive
1072,KIDS,53.5,6,45.89,1076212265.6860352,0.166,1,1254863501.789917,122289000.0,-10487000.0,-0.03154,0.0,24240000.0,-21766000.0,0.0,Healthcare
1073,KIM,24.0,17,19.12,11988699406.219482,0.255,1,15045817754.80545,1727684000.0,1106072000.0,0.01969,0.0,363099000.0,861114000.0,0.0,Real Estate
1074,KIND,2.5,5,2.11,805116879.9715042,0.185,1,954063502.7662324,212765000.0,-138548000.0,-0.17036,0.0,20568000.0,-60503000.0,0.0,Communication Services
1075,KLAC,434.0,20,381.61,52845350771.484375,0.137,1,60085163827.17773,9211883000.0,4657773000.0,0.20547001,907349000.0,2293149000.0,3337942000.0,2518713000.0,Technology
1076,KLIC,64.0,4,49.75,2832128200.0,0.286,1,3642116865.2,1503620000.0,365563000.0,0.12719,-116814000.0,-14044000.0,379430000.0,-10758000.0,Technology
1077,KLTR,3.25,4,1.86,250776361.9287014,0.747,1,438106304.28944135,168811000.0,-48174000.0,-0.16048999,4260000.0,3795000.0,-46828000.0,0.0,Technology
1078,KMB,132.0,14,135.66,45779013046.35352,-0.027,0,44542979694.10197,20175000000.0,3376000000.0,0.08989,0.0,735000000.0,2733000000.0,0.0,Consumer Defensive
1079,KMT,26.0,9,25.57,2059075365.4251096,0.017,0,2094079646.6373365,2012456000.0,341052000.0,0.05131,97661000.0,171015000.0,176149000.0,-5295000.0,Industrials
1080,KN,18.0,4,16.67,1523871386.9743347,0.08,0,1645781097.9322815,764700000.0,120500000.0,0.040939998,400000.0,-103400000.0,86300000.0,0.0,Technology
1081,KNSA,20.0,4,10.44,714945787.264061,0.916,1,1369836128.3979409,220180000.0,12175000.0,0.01764,2402000.0,181636000.0,5807000.0,0.0,Healthcare
1083,KNTK,37.0,7,31.52,1439773732.9097748,0.174,1,1690294362.4360757,1213490000.0,604901000.0,0.01746,250776000.0,551446000.0,613006000.0,0.0,Energy
1084,KNX,66.0,19,54.95,8830245322.601318,0.201,1,10605124632.444183,7428582000.0,1072119000.0,0.06323,659824000.0,1430563000.0,1435853000.0,0.0,Industrials
1085,KOD,12.5,10,4.79,255429621.9657898,1.61,1,666671313.3307114,0.0,-258257000.0,-0.26778,11001000.0,0.0,-206459000.0,0.0,Healthcare
1087,KOS,10.0,8,7.82,3593954716.332993,0.279,1,4596668082.1898985,2245355000.0,1624374000.0,0.11441,-427000.0,913342000.0,1130476000.0,0.0,Energy
1088,KPTI,8.0,9,3.91,443167229.7282219,1.046,1,906720152.023942,157074000.0,-139305000.0,-0.24304001,621000.0,-52745000.0,-149554000.0,0.0,Healthcare
1089,KRC,43.0,14,32.06,3769582901.470184,0.341,1,5055010670.871517,1096987000.0,684825000.0,0.01898,772000.0,141947000.0,592235000.0,0.0,Real Estate
1090,KRG,25.0,7,20.25,4496613912.0,0.235,1,5553318181.32,801996000.0,538990000.0,0.00439,3164000.0,428672000.0,379283000.0,0.0,Real Estate
1091,KRNT,29.0,6,17.84,890439007.6160431,0.626,1,1447853826.383686,271518000.0,-56317000.0,-0.03934,-2416000.0,-50488000.0,-99347000.0,0.0,Industrials
1093,KROS,100.0,6,39.79,1135427571.1250305,1.513,1,2853329486.2372017,0.0,-104004000.0,-0.25530002,674000.0,-20100000.0,-70062000.0,0.0,Healthcare
1094,KRP,21.0,8,15.58,2257806724.303711,0.348,1,3043523464.3614025,285037735.0,234735936.0,0.10198,50405936.0,106631000.0,166636493.0,0.0,Energy
1095,KRTX,282.0,17,176.32,6642468371.923828,0.599,1,10621306926.706202,10637000.0,-288564000.0,-0.16417,1112000.0,-26327000.0,-228006000.0,0.0,Healthcare
1096,KRUS,86.5,4,56.53,547220563.583374,0.53,1,837247462.2825623,141089000.0,4588000.0,-0.00537,1364000.0,76198000.0,15649000.0,2002000.0,Consumer Cyclical
1097,KRYS,119.0,5,78.48,2021935262.48703,0.516,1,3065253857.9303374,0.0,-110920000.0,-0.13403,0.0,0.0,-100569000.0,0.0,Healthcare
1098,KSS,28.5,16,22.6,2658980444.881439,0.261,1,3352974340.995495,18098000000.0,1054000000.0,0.03876,0.0,-1335000000.0,282000000.0,0.0,Consumer Cyclical
1099,KTB,60.0,7,46.96,2604664525.2197266,0.278,1,3328761263.23081,2631444000.0,391181000.0,0.13562,0.0,155528000.0,83585000.0,0.0,Consumer Cyclical
1100,KTOS,15.0,9,12.9,1633913951.6830444,0.163,1,1900241925.807381,898300000.0,47000000.0,0.00417,600000.0,86800000.0,-25700000.0,0.0,Industrials
1101,KURA,32.0,9,11.94,843338886.3618851,1.68,1,2260148215.449852,0.0,-134852000.0,-0.17063,5013000.0,0.0,-110062000.0,0.0,Healthcare
1102,KYMR,48.5,14,29.85,1637711315.929222,0.625,1,2661280888.384986,46826000.0,-151655000.0,-0.15284,2977000.0,-26006000.0,-153085000.0,0.0,Healthcare
1104,LAC,36.5,12,19.37,2926109806.777954,0.884,1,5512790875.969666,0.0,-100630000.0,-0.05365,0.0,0.0,-65222000.0,0.0,Basic Materials
1105,LAMR,110.0,4,97.59,10025810683.776855,0.127,1,11299088640.616516,2032140000.0,917337000.0,0.056560002,0.0,244739000.0,781612000.0,0.0,Real Estate
1106,LAND,23.0,6,16.58,595173915.2612686,0.387,1,825506220.4673796,89236000.0,69726000.0,0.016210001,0.0,13918000.0,43788000.0,0.0,Real Estate
1107,LASR,13.0,4,9.58,434042014.5433426,0.357,1,588995013.7353159,242058000.0,-31619000.0,-0.091070004,0.0,-28088000.0,-14542000.0,0.0,Technology
1108,LAW,10.0,11,6.05,370854726.69172287,0.653,1,613022863.2214179,135190000.0,-67132000.0,-0.13507,0.0,20848000.0,-46014000.0,0.0,Technology
1109,LAZ,38.0,8,31.51,2743947537.9314423,0.206,1,3309200730.7453194,2855093000.0,559244000.0,0.06038,42336000.0,-418723000.0,833984000.0,0.0,Financial Services
1110,LAZR,13.0,14,5.88,2132570107.4256592,1.211,1,4715112507.518133,40698000.0,-425575000.0,-0.35092,0.0,8754000.0,-208232000.0,0.0,Consumer Cyclical
1112,LBRDA,150.0,5,80.68,11628489769.425291,0.859,1,21617362481.36161,975000000.0,1546000000.0,0.00045000002,0.0,-13000000.0,-56000000.0,0.0,Communication Services
1113,LBRDK,127.0,5,80.48,11887701295.85266,0.578,1,18758792644.85549,975000000.0,1546000000.0,0.0010899999,0.0,-13000000.0,-56000000.0,0.0,Communication Services
1114,LBRT,22.5,10,13.55,2377306991.863861,0.661,1,3948706913.485873,4149228000.0,420933000.0,0.13459,323028000.0,1678446000.0,530364000.0,0.0,Energy
1115,LCII,117.0,6,103.21,2598817455.947113,0.134,1,2947058995.0440264,5207143000.0,682240000.0,0.13590999,0.0,734446000.0,602514000.0,0.0,Consumer Cyclical
1117,LDOS,116.0,13,91.51,12565512191.252195,0.268,1,15933069458.507784,14396000000.0,1479000000.0,0.05231,3000000.0,659000000.0,986000000.0,0.0,Technology
1118,LEA,145.0,17,133.43,8041705571.575928,0.087,0,8741333956.303034,20891500000.0,1184400000.0,0.028469998,505700000.0,1628400000.0,1021400000.0,0.0,Consumer Cyclical
1119,LECO,175.0,6,158.86,9172322259.240725,0.102,1,10107899129.68328,3761211000.0,712174000.0,0.1347,0.0,527031000.0,383386000.0,0.0,Industrials
1120,LEGN,73.0,10,48.17,7951277473.113281,0.515,1,12046185371.76662,89792000.0,-365191000.0,-0.23376,-603000.0,27213000.0,-201281000.0,-1252000.0,Healthcare
1121,LESL,16.5,13,10.42,1912736894.0048213,0.583,1,3027862503.209632,1562120000.0,254261000.0,0.15343,-14865000.0,219203000.0,7794000.0,-58850000.0,Consumer Cyclical
1122,LEV,4.0,13,1.79,395649047.2482605,1.235,1,884275620.5998623,139914470.0,-71709879.0,-0.08063,-2438033.0,82204266.0,-119552797.0,0.0,Industrials
1123,LEVI,19.0,12,18.03,7146677437.930481,0.054,0,7532598019.578727,6168600000.0,842200000.0,0.07457,-79200000.0,404664000.0,-18800000.0,-246900000.0,Consumer Cyclical
1124,LFST,7.62,6,7.8,2935685946.986877,-0.023,0,2868165170.2061787,667511000.0,0.0,-0.06335,0.0,192031000.0,52789000.0,0.0,Healthcare
1125,LFUS,275.0,5,252.33,6281603997.583008,0.09,0,6846948357.365479,2513897000.0,624302000.0,0.09465,65011000.0,433969000.0,419718000.0,0.0,Technology
1126,LGO,9.67,5,5.09,325790549.7665405,0.9,1,619002044.556427,229251000.0,40249000.0,0.00513,0.0,30971000.0,3460000.0,0.0,Basic Materials
1127,LH,290.0,13,234.01,20710094186.81006,0.239,1,25659806697.457664,14876800000.0,2743200000.0,0.0795,0.0,-1244100000.0,1955900000.0,0.0,Healthcare
1128,LHX,250.0,15,197.4,37497509061.39453,0.266,1,47471846471.72548,17062000000.0,3310000000.0,0.03534,0.0,-752000000.0,2158000000.0,0.0,Industrials
1129,LICY,9.5,10,5.4,947322016.7303084,0.759,1,1666339427.4286125,13400000.0,-94300000.0,-1.0,-200000.0,6025124.0,-72600000.0,0.0,Industrials
1131,LII,265.0,14,235.47,8430767923.706055,0.125,1,9484613914.169312,4718400000.0,732900000.0,0.17172001,8600000.0,524300000.0,302300000.0,0.0,Industrials
1133,LIND,14.0,4,8.93,474550932.2174072,0.568,1,744095861.7168945,421500000.0,-19311000.0,-0.048779998,0.0,274393000.0,-2203000.0,0.0,Consumer Cyclical
1134,LITE,66.0,13,51.31,3563561691.3772583,0.286,1,4582740335.111155,1712600000.0,336800000.0,0.02864,22600000.0,-30200000.0,306600000.0,-152700000.0,Technology
1135,LIVN,70.0,7,43.62,2334660116.8315887,0.605,1,3747129487.5147,1021805000.0,115828000.0,0.01578,0.0,-13600000.0,69900000.0,0.0,Healthcare
1136,LKQ,65.5,8,54.27,14898742357.349854,0.207,1,17982782025.321274,12794000000.0,1721000000.0,0.07287,0.0,-294504000.0,1250000000.0,0.0,Consumer Cyclical
1138,LMDX,1.5,5,0.55,174728949.3871479,1.727,1,476485844.9787524,421428000.0,-143719000.0,-0.25917,0.0,-166952000.0,-162107000.0,0.0,Healthcare
1139,LNT,58.0,10,54.82,13838487061.52295,0.058,0,14641119311.09128,4205000000.0,1644000000.0,0.02893,0.0,536000000.0,486000000.0,0.0,Utilities
1140,LNTH,104.0,7,83.5,5712919700.0,0.246,1,7118297946.2,935061000.0,86737000.0,0.02071,52245000.0,509853000.0,281781000.0,0.0,Healthcare
1141,LNW,67.0,8,58.66,5338001326.114655,0.142,1,6095997514.422936,2512000000.0,730000000.0,0.031570002,0.0,359000000.0,-381000000.0,0.0,Consumer Cyclical
1143,LOGI,60.0,16,56.69,9136500318.67218,0.058,0,9666417337.155169,5481101000.0,707456000.0,0.09029,-196408000.0,228822000.0,416757000.0,118439000.0,Technology
1144,LOVE,62.0,6,28.92,439456753.1593323,1.144,1,942195278.7736084,498239000.0,46300000.0,0.04382,0.0,153306000.0,-21375000.0,0.0,Consumer Cyclical
1145,LPG,21.5,5,20.02,807817028.470993,0.074,0,867595488.5778465,274221448.0,217836684.0,0.06059,133708595.0,-41717364.0,155967210.0,37272040.0,Energy
1146,LPRO,10.0,10,6.78,845208386.1551285,0.475,1,1246682369.5788145,179594000.0,100711000.0,0.17469999,0.0,-36061000.0,107431000.0,0.0,Financial Services
1147,LPSN,6.0,8,4.23,320933891.5271225,0.418,1,455084258.1854597,469624000.0,-146611000.0,-0.115559995,-21751000.0,45176000.0,-62101000.0,0.0,Technology
1149,LQDA,15.0,7,6.73,435352260.2338314,1.229,1,970400188.0612102,12853345.0,-39250729.0,-0.23423,3647000.0,3081655.0,-28588000.0,0.0,Healthcare
1150,LRCX,527.5,18,493.48,66588218762.45117,0.069,0,71182805857.0603,17227039000.0,6323979000.0,0.21068001,608418000.0,2600889000.0,3531419000.0,431745000.0,Technology
1151,LRMR,11.0,4,4.37,189086399.04823303,1.517,1,475930466.4044025,0.0,-36208000.0,-0.19898,318000.0,0.0,-27569000.0,0.0,Healthcare
1152,LRN,49.0,4,37.8,1629546627.109909,0.296,1,2111892428.7344425,1686666000.0,249557000.0,0.056649998,-4985000.0,149906000.0,239734000.0,32850000.0,Consumer Defensive
1153,LSCC,95.0,9,91.12,12488817185.403809,0.043,0,13025836324.376171,660356000.0,225155000.0,0.15607001,6512000.0,145029000.0,238806000.0,0.0,Technology
1154,LSI,126.0,13,140.79,11975822092.907717,-0.105,0,10718360773.152409,990948000.0,661482000.0,0.04296,3342000.0,247150000.0,586858000.0,0.0,Real Estate
1155,LSPD,20.0,19,14.04,2111250954.2636871,0.425,1,3008532609.825754,548372000.0,557678000.0,-0.061929997,667662000.0,326644000.0,-95039000.0,-7821000.0,Technology
1156,LSTR,180.0,11,176.09,6326085945.437622,0.022,0,6465259836.237249,7436562000.0,625374000.0,0.17854999,57453000.0,898994000.0,622659000.0,0.0,Industrials
1157,LSXMA,58.5,8,28.36,9227607292.35254,1.063,1,19036553844.123287,12164000000.0,3391000000.0,0.03904,713000000.0,307000000.0,2546000000.0,587000000.0,Communication Services
